"Nº reporte";"Url del reporte";"Usuario";"Grupo";"Fecha del evento";"Hora del evento";"Precisión";"Fecha introducción";"Tipo de fenómeno";"Fiabilidad";"Latitud";"Longitud";"Altitud";"Provincia";"Localidad";"Dirección";"Cod_postal";"Detalles lugar";"Descripción del suceso";"¿Es multirreporte?";"¿Es destacado?";"Daños en bienes";"Daños en campo";"Total daños";"Nº heridos";"Nº muertos";"Fuentes de la información";"Tipo de vórtice";"Nº de vórtices";"¿Otros fenómenos?";"Fujita";"Torro";"Vel.viento Km/h";"¿Nube embudo?";"Nº vórtices en tuba";"Duración";"Otros meteoros";"Longitud trayectoria";"Anchura med. trayectoria";"Anchura máx trayectoria";"Dirección de avance";"Distancia tuba-suelo";"Aumento temperatura";"Tamaño máx. granizo";"Tamaño med. granizo";"Peso máx. granizo";"Espesor capa granizo";"Aspecto del granizo";"Precipitación total";"Hora inicio";"Máx. prec. 5min";"Máx. prec. 10min";"Máx. prec. 15min";"Máx. prec. 30min";"Máx. prec. 1h";"Máx. prec. 3h";"Máx. prec. 24h";"¿Tormenta?";"Tipo de precipitación";"Diametro promedio granizo";"Nieve acumulada";"Equivalencia en agua";"Nieve acumulada en máx. intensidad";"Equivalencia en agua en máx. intensidad";"Duración pico intensidad";"¿Hubo tormenta?";"Tipo de avalancha";"Tipo de flujo";"Tipo de nieve";"Probabilidad de aludes";"Causa de avalancha";"Altitud inicio";"Diferencia altitud inicio-fin";"Cobertura nubosa";"¿Sabe temperatura exacta?";"Temperatura exacta";"Temperatura aproximada";"Velocidad viento";"Dirección viento";"Espesor hielo";"Tipo fenómeno marítimo";"Comentario fen. marítimo"
"447";"https://sinobas.aemet.es/index.php?pag=detal&rep=447";"Ramon";"AEMET";"2015-02-04";"12:00";"+/- 12 horas";"2015-02-12";"Nevada Singular";"Alta";"41.140";"0.820";"377";"Tarragona";"Falset";"Plaça UA-2 Unifamiliar, 40, 43730 Falset, Tarragona, España";"43730";"Las nevadas se produjeron en amplias zonas pero se ha escogido Falset por ser capital comarcal.";"Situación de nevadas bastante generales en las provincias de Tarragona, Lleida y Barcelona.";"NO";"NO";"Alteración de la circulación.";"";"";"";"";"Información en los medios, Información en sitios webs, Informe por un meteorólogo profesional";"";"";"";"";"";"";"";"";"12 horas";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"15";"";"";"";"No";"";"";"";"";"";"350";"";"";"";"";"";"";"";"";"";""
"448";"https://sinobas.aemet.es/index.php?pag=detal&rep=448";"bamengualv";"AEMET";"2015-02-05";"03:00";"+/- 6 horas";"2015-02-13";"Nevada Singular";"Alta";"39.806";"2.793";"1332";"Illes Balears";"Escorca";"Unnamed Road, 07315 Escorca, Illes Balears, España";"7315";"En la Sierra de Tramuntana nevó a partir de 150 metros, acumulando de 30 a 40 cm a 500 metros, de 80 a 100 cm a 800 metros y de 1.5 a 2 metros a 1400.";"Desde últimas horas de día 4 y hasta el mediodía de día 5 nevó a partir de 150 metros, acumulando de 30 a 40 cm a 500 metros, de 80 a 100 cm a 800 metros y de 1.5 a 2 metros a 1400.";"NO";"NO";"Se cortaron diversas carreteras de la Sierra de Tramuntana: De Soller a Pollença, de Caimari a Lluc, de Bunyola a Orient y Coll de Sóller.";"";"";"";"";"Testigo del evento, Informado por un testigo del evento, Información en los medios, Fotos o videos del evento";"";"";"";"";"";"";"";"";"12 horas";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40";"100";"";"";"";"No";"";"";"";"";"";"500";"";"";"";"";"";"";"";"";"";""
"450";"https://sinobas.aemet.es/index.php?pag=detal&rep=450";"msanzm";"AEMET";"2015-01-31";"00:00";"fecha incierta";"2015-02-23";"Nevada Singular";"Alta";"43.257";"-4.668";"903";"Cantabria";"Tresviso";"Parque Nacional de Los Picos de Europa, Zepa Liébana, Barrio Tresviso, 166-168, 33554 Tresviso, Cantabria, España";"33554";"Se ha seleccionado, como punto de partida, el día 31 de Enero de 2015 y  la ubicación de Tresviso porque fué la localidad habitada que permaneció más tiempo aislada (más de veinte días), debido a las grandes acumulaciones de nieve, que hicieron imposible el acceso por carretera. Añadir que fueron muchas las localidades afectadas en toda Cantabria, con cota de nieve que llegó a descender hasta los 100/200 metros. La localidad de mayor población afectada fué Reinosa, que llegó a acumular un metro de nieve en las calles, con ventisqueros de mayor espesor. También fué muy destacable la precipitación en la zona de Soba- Alto Miera.
El temporal se dió por finalizado el día 8 de Febrero";"La precipitación fue continua durante todo el episodio, lo cual, unido a la baja cota de la nieve, hizo que día a día, se acumularan cantidades muy notables de nieve en numerosos puntos.";"NO";"SI";"La circulación por carretera entre Cantabria y La Meseta quedó cortada durante dos días, atrapando a muchos vehículos entre Arenas de Iguña y el acceso a la meseta por el Puerto de Pozazal. Numerosas poblaciones tuvieron dificultades de acceso por la gran acumulación de nie";"Ganado atrapado en establos o aislado en el campo, sin comida. Caida de cubiertas y tejados por acumulación de nieve. Mortandad en fauna salvaje por falta de alimento y atrapados en la nieve";"";"";"";"Testigo del evento, Informado por un testigo del evento, Información en los medios, Información en sitios webs";"";"";"";"";"";"";"";"";"&gt; de 48 horas";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"115";"";"";"";"";"No";"";"";"";"";"";"100";"";"";"";"";"";"";"";"";"";""
"451";"https://sinobas.aemet.es/index.php?pag=detal&rep=451";"JUANKA";"";"2014-01-16";"08:35";"+/- 15 minutos";"2015-02-24";"Granizada Singular";"Imposible de validar";"36.496";"-5.043";"137";"Málaga";"";"AP-7, 29679, Málaga, España";"29679";"se produjo por  las bajas temperaturas";"por las bajas precipitaciones";"NO";"NO";"ninguno";"ninguno";"0";"0";"0";"Informado por un testigo del evento";"";"";"";"";"";"";"";"";"10 minutos";"";"";"";"";"";"";"";"Entre 0,5 y 1";"Menor de 0,5";"5";"2";"Agregados";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"452";"https://sinobas.aemet.es/index.php?pag=detal&rep=452";"Ramon";"AEMET";"2015-02-25";"00:00";"+/- 12 horas";"2015-02-26";"Nevada Singular";"Alta";"42.574";"1.095";"1316";"Lleida";"Espot";"LV-5004, 25597 Espot, Lleida, España";"25597";"Se ha escogido Espot como punto representativo pero la nevada ha afectado a ámplias zonas del Pirineo catalán.";"Nevada generalizada empezando por cotas inferiores a los 1000 m y subiendo muy lentamente de cota, hasta transformarse en lluvia en algunas zonas.";"NO";"NO";"Afectación a la circulación viaria.";"";"";"";"";"Información en los medios, Información en sitios webs";"";"";"";"";"";"";"";"";"12 horas";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40";"40";"5";"5";"";"No";"";"";"";"";"";"1400";"";"";"";"";"";"";"";"";"";""
"453";"https://sinobas.aemet.es/index.php?pag=detal&rep=453";"joserpuga";"";"2015-02-26";"01:30";"+/- 1 hora";"2015-03-01";"Viento de Ladera";"Media";"36.514";"-4.636";"16";"Málaga";"Mijas";"Urbanización Polarsol, 11M, 29649 Mijas, Málaga, España";"29649";"rachas fuertes de viento, lo que parece viento de ladera que provocó daños materiales en varios lugares: rotura de una carpa, rotura de carteles publicitarios, rotura de un panel lateral acristalado en un restaurante.";"rachas fuertes de viento";"NO";"NO";"rotura de una carpa&lt;br /&gt;rotura de un panel publicitario en oficina portacabinas&lt;br /&gt;rotura de un panel de un cartel publicitario&lt;br /&gt;rotura de mamparas cristal en un restaurante";"";"";"0";"0";"Testigo de los daños, Informado por un testigo del evento";"";"";"";"&lt; EF0";"T0: 61-86 km/h";"80";"";"";"15 minutos";"";"Entre 1 y 2 km";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"454";"https://sinobas.aemet.es/index.php?pag=detal&rep=454";"Darohe93";"";"2015-03-07";"14:00";"+/- 1 día";"2015-03-09";"Viento de Ladera";"Alta";"28.712";"-17.954";"662";"Santa Cruz de Tenerife";"Tijarafe";"C 832, 36, 38780 Tijarafe, Santa Cruz de Tenerife, España";"38780";"El fenómeno se caracterizó por afectar a la vertiente occidental de la isla de La Palma, con vientos de ladera cuyos valores superaron ampliamente los 70 km/h.";"La situación meteorológica que nos afectó los días 6,7 y 8 de marzo se caracterizó por la existencia de un flujo de masas de aire del Este, arrastrando grandes concentraciones de polvo en suspensión, y provocando vientos de ladera, con rachas superiores a los 70 km/h en Tenerife, y de 129 Km/h en Tijarafe, La Palma. Estas rachas fueron más notables en las vertientes a sotavento. Se decretaron avisos amarillos por polvo en suspensión en todas las islas y de viento en las islas de mayor relieve.";"NO";"NO";"";"En el Valle de Aridane también se nota la fuerza de la acción del viento, que está causando daños en las plantaciones, con plataneras caídas al suelo incluso.";"";"0";"0";"Información en los medios, Fotos o videos del evento, Fotos o videos de los daños";"";"";"Vórtice de racha";"SD";"SD";"129";"";"";"1 minuto";"Polvo o arena levantado por el viento";"SD";"SD";"SD";"este a oeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"455";"https://sinobas.aemet.es/index.php?pag=detal&rep=455";"JJ88TF";"";"2015-03-08";"12:55";"+/- 3 horas";"2015-03-09";"Viento de Ladera";"Alta";"28.436";"-16.469";"367";"Santa Cruz de Tenerife";"La Victoria de Acentejo";"Carretera General, 74, 38380 La Victoria de Acentejo, Santa Cruz de Tenerife, España";"38380";"Fenómeno que afectó en general a las islas de mayor relieve del archipiélago, en las vertientes a sotavento de los vientos del Este-Sureste, por lo tanto, en el norte de la isla de Tenerife y vertiente oeste de la isla de La Palma sobre todo.";"Cambio de tiempo en Canarias, abandono del alisio y se establece tiempo del sureste con calima y polvo en suspensión reduciendo la visibilidad hasta 2.500 metros; acompañado de con rachas de viento de hasta 90 km/h en Tenerife en el norte y noreste de la isla por efecto de aceleración del relieve, lo que se conoce de forma local como “bajaradas“, además de algunas rachas de mas de 120 km/h en la vertiente oeste de La Palma.&lt;br /&gt;Este fenómeno es bastante recurrente cuando domina el tiempo sur.";"NO";"NO";"Daños en cultivos de las zonas afectadas, algunos tejados y mobiliario urbano (ramas de árboles, farolas...).";"";"";"";"";"Testigo del evento, Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"Vórtice de racha";"&lt; EF0";"T0: 61-86 km/h";"87";"";"";"SD";"Sin Precipitación, Polvo o arena levantado por el viento";"SD";"SD";"SD";"sureste a noroeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"456";"https://sinobas.aemet.es/index.php?pag=detal&rep=456";"osunami";"";"2014-11-27";"12:45";"+/- 1 minuto";"2015-03-20";"Tornado / Tromba Marina";"Alta";"36.678";"-4.400";"-35";"Málaga";"Málaga";"Calle Pacífico, 23, 29004 Málaga, Málaga, España";"29004";"Frente a las Playas de la Térmica y la Misericordia por el oeste, y las del Palo por el este, dirigiéndose hacia el este frente a la Cala del Moral y Rincón de la Victoria";"Pasó una tormenta con gran aparato eléctrico y lluvia moderada a fuerte al oeste del litoral de Málaga capital, hacia el mar. A pocos kilómetros de la costa, tras la tormenta, se formó una banda de cumolonimbos de gran desarrollo, de los que se descolgaban cortinas de agua y mas tarde, la tromba marina. Esta, se desplazó hacia el este durante aproximadamente 5 minutos";"NO";"NO";"NO";"NO";"0";"0";"0";"Testigo del evento";"Tornado";"1";"";"SD";"SD";"";"Si";"1";"5 minutos";"Lluvia ligera o moderada, Tormenta";"Entre 2 y 3 km";"SD";"SD";"oeste a este";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"457";"https://sinobas.aemet.es/index.php?pag=detal&rep=457";"Darohe93";"";"2015-03-23";"07:15";"+/- 5 minutos";"2015-03-23";"Tornado / Tromba Marina";"Alta";"28.478";"-16.412";"520";"Santa Cruz de Tenerife";"Tacoronte";"Calle el Patronato, 486, 38350 Tacoronte, Santa Cruz de Tenerife, España";"38350";"“Tuba“ o “Manga Marina“ frente a la costa de Tacoronte.";"La mañana del día 23 de marzo de 2015, tuvo lugar el fenómeno conocido como “tuba“ o “manga marina“ frente a las costas de Tacoronte, a las 07:15 horas aproximadamente.&lt;br /&gt;La situación meteorológica estuvo marcada por varios frentes de rachas, con precipitaciones puntualmente fuertes y acompañadas de granizo.";"NO";"NO";"Ninguno";"";"0";"0";"0";"Fotos o videos del evento";"";"1";"";"";"";"";"";"";"4 minutos";"Lluvia fuerte, Granizo pequeño (&lt;0,5 cm.)";"";"";"";"";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"458";"https://sinobas.aemet.es/index.php?pag=detal&rep=458";"Darohe93";"";"2010-02-26";"21:00";"+/- 6 horas";"2015-03-23";"Viento de Ladera";"Alta";"28.804";"-17.774";"268";"Santa Cruz de Tenerife";"Los Sauces";"Calle Adeyahamen, 5, 38720 Los Sauces, Santa Cruz de Tenerife, España";"38720";"La virulencia de los vientos se dio a notar en la zona NE de la Isla de La Palma (Barlovento, San Andrés y Sauces y Puntallana), en zonas que quedaron a sotavento y que se vieron afectadas por vientos racheados de ladera o lo que es conocido en La Palma como “Viento de Caldereto“.";"Una borrasca se profundizó muy rápidamente en el Atlántico, al oeste de Madeira, y se desplazó hacia el Cantábrico por el noroeste de la Península.
Esta provocó vientos muy fuertes que comenzaron en Canarias desde el mediodía del viernes 26, y posteriormente se extendió a la Península Ibérica.
La Agencia Estatal de Meteorología (AEMET) dio aviso rojo por rachas máximas de viento superiores a 130 km/h y también se activó el nivel de Alerta Máxima decretada por el Gobierno de Canarias.";"NO";"NO";"Mobiliario urbano, cancelaciones de vuelos";"Cultivos de plataneras, algunos árboles caídos";"";"";"";"Testigo del evento, Testigo de los daños, Información en los medios, Información en sitios webs";"";"";"";"SD";"SD";"158";"";"";"SD";"Lluvia ligera o moderada, Tormenta";"SD";"SD";"SD";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"459";"https://sinobas.aemet.es/index.php?pag=detal&rep=459";"bfuentesl";"AEMET";"2010-04-16";"08:00";"+/- 5 minutos";"2015-03-24";"Tornado / Tromba Marina";"Alta";"37.309";"-7.133";"68";"Huelva";"Cartaya";"Carretera de las Avezanas, 21450 Cartaya, Huelva, España";"21450";"El tornado comenzó en la carretera de Valdeurique, recorrió las zonas de Cabezo de La Portada, Camino del Menajo, Cañada Juncal, atravesó la E-1 y finalizó en la Cañada del Pinillo.";"El tornado comenzó a las 10:00 hora local en la carretera de Valdeurique, recorriendo las zonas de Cabezo de La Portada, Camino del Menajo, Cañada Juncal, atravesó la E-1 y finalizó en la Cañada del Pinillo.";"NO";"SI";"Destrozos en al menos 8 fincas.
Invernaderos seriamente dañados (pérdida de plásticos, hierros partidos).
Postes de tendido eléctrico doblados (250 vecinos sin servicio eléctrico).";"Al menos 10 hectáreas de cultivo.
Daños en frutos rojos (fresa, mora, frambuesa y arándano; estimados 10000kg).
Entre el 35% y el 50% en pérdidas de la producción de los frutales con hueso (melocotón y nectarinas)";"";"";"";"Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños, Información en documentos históricos, Informe por un meteorólogo profesional";"Tornado";"1";"";"EF0: 105-137 km/h";"SD";"";"Si";"1";"5 minutos";"Lluvia fuerte, Granizo mediano, Polvo o arena levantado por el viento, Tormenta";"Entre 4 y 5 km";"40 metros";"SD";"sur a norte";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"460";"https://sinobas.aemet.es/index.php?pag=detal&rep=460";"jriescom";"AEMET";"2015-03-20";"14:40";"+/- 1 hora";"2015-03-26";"Granizada Singular";"Alta";"37.441";"-3.331";"1072";"Granada";"Moreda";"Plaza de la Constitucion, 3, 18540 Moreda, Granada, España";"18540";"Granizada singular severa en Moreda (Granada), el 20 de marzo de 2015, por acumulación de granizo sobre el terreno.";"Episodio de baja aislada centrada sobre Gibraltar, con flujo de levante en las capas inferiores, que generó precipitaciones intensas en Andalucía, algunas en forma de granizadas.";"NO";"NO";"Daños en el campo, y colisiones en carreteras por culpa de la granizada.";"";"";"";"";"Información en los medios, Información en sitios webs, Fotos o videos del evento";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Entre 1 y 2";"Entre 0,5 y 1";"SD";"Entre 10 y 20";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"461";"https://sinobas.aemet.es/index.php?pag=detal&rep=461";"jnunez";"AEMET";"2015-03-21";"14:30";"+/- 15 minutos";"2015-03-26";"Granizada Singular";"Alta";"38.992";"-0.526";"100";"Valencia";"Játiva";"Calle Proyecto 3, 5, 46800 Játiva, Valencia, España";"46800";"Tormenta las localidades próximas a Xàtiva entre las 14:20 y 14:50 que dejó 20 l/m2, de los cuales 17.4 l/m2 en 20 minutos y granizo, en general de tamaño pequeño.";"Los primeros rayos de tormenta que afectó a Xàtiva se registraron en la zona de Moixent. Desde Moixent, la tormenta, con trayectoria hacia el este, recorrió la comarca de La Costera, para disiparse al adentrarse en La Ribera. La zona de más densidad de descargas (puntos amarillos de la imagen adjunta) en la zona de Xàtiva, al llegar a La Ribera cesan los rayos.

Entre las 14:20 y 14:50 dejó 20 l/m2, de los cuales 17.4 l/m2 en 20 minutos.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"20 minutos";"";"";"";"";"";"";"";"Entre 1 y 2";"Entre 0,5 y 1";"SD";"3";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"462";"https://sinobas.aemet.es/index.php?pag=detal&rep=462";"jnunez";"AEMET";"2015-03-24";"08:00";"+/- 1 hora";"2015-03-26";"Precipitación Súbita Torrencial";"Alta";"39.155";"-0.435";"25";"Valencia";"Alcira";"Calle de Santocildes, 41, 46600 Alcira, Valencia, España";"46600";"En la mañana del día 24, un sistema convectivo casi estático en la comarca de La Ribera Alta, tuvo intensidad torrencial en las proximidades de Alzira. En el Barranc de la Casella de Alzira, de la red SAIH de la Confederación Hidrográfica del Júcar, se registraron entre las 07:10 y las 08:10 horas 90.2 l/m2, lo que se califica como “torrencial” de acuerdo con el manual de términos de AEMET.";"En la mañana del día 24, un sistema convectivo casi estático en la comarca de La Ribera Alta, tuvo intensidad torrencial en las proximidades de Alzira. En el Barranc de la Casella de Alzira, de la red SAIH de la Confederación Hidrográfica del Júcar, se registraron entre las 07:10 y las 08:10 horas 90.2 l/m2, lo que se califica como “torrencial” de acuerdo con el manual de términos de AEMET.

En la imagen adjunta, de estimación de precipitación del Radar de Valencia entre las 00 y las 12 horas del día 24 de marzo de 2015, se comprueba cómo la zona con precipitaciones de intensidad muy fuerte o torrencial (sombreado en rojo y naranja) fue muy reducida, y abarcó prácticamente todo el término municipal del Alzira y el norte de Carcaixent. Dentro de la imagen se han etiquetado en blanco los nombres de los términos municipales, delimitados con líneas negras, y los rombos rojos con etiquetas en negro se corresponden con los núcleos de población dentro del término municipal.";"NO";"SI";"";"";"";"";"";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños, Información en documentos científicos, Informe por un aficionado entrenado";"";"";"";"";"";"";"";"";"180 minutos";"";"";"";"";"";"";"";"";"";"";"";"";"181";"05:30";"11";"19";"30";"47";"90";"";"181";"Si";"Sólo lluvia";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
